sol_wallet,eth_wallet,worm_balance,nema_balance
7GBD3t2xWGbu9xhQP9r81EEbwhFvSp3Si4ki4gi7Sss6,0x0168863e0c4520a2406f8900ad13cc6c049c4526,5928273,5798231
7jNj82KrWjk3zhcQuWdKKS8izS4XVGdser6CJ9VQSvYJ,0xbb257625458a12374daf2ad0c91d5a215732f206,3852008,3767511
EB3snoEdQQ4cu8bRvvCfXoQFMPgQnf2Bie7pS5zz1L88,0xbe4b8a24abcd9415de2d29ebdf0779c7ce372200,1028446,1005886
EbC4cq7rHCTff9MVq1rkSLebhjrvcbYbRDybvQ66n6RL,0xd6c1bb34f7fec860f297afd9705e536a76c31ddd,800922,783353
2b71cW2BRsbzwEw9QT1A5pEqUiArhX5xb8bx3JWTqPy8,0xaecc08e63a02932bb7063936360fecb404d08623,454995,445014
BLHEFMbHmY9S1DoQGWo6oe3XGTgUf96HrdisZ1s8BiQD,0xdd0d6fD6ADecBe105780D2a4F2Dac074040B2025,10437226,10208276
F1gqM1gaX679vcpUCT9MTS5SWg75JJ21thrhHDPAJQLg,0x2a835CA18E32946Ba82432D1097316cAE2315a6f,1173748,1148001
FXJPkytQmpHHnMWhSsXPi4xY33ZpAFeEBHo1xMq6RdLW,0x1523fb1e99EED9fB436aE5f1be269e13503f2F42,1638908,1602957
HaymZBp68o7t13cm8tj5bbBUHpRCRGocgKna1tpKkyEc,0x7e0Ae2E90917Fa2F2f71aBD601814634B62D7299,228026,223024
7C45gZGWK5dt8C72C9RyPLrYQWnppvCWncaqjwZcjFeL,0x036b9367eF694bf2AF5728Bec9022F3b0507ef63,577,564
A2KLKJoQ2PwYyP3NQFTjH98EX2oHUdCZdXjVJVSMhmUU,0x7536BB8c580fD33d8ca9F32dBc5c52a9D055CE3a,190422,186245
AoNZ7fc2NqrKCsTLHFhaY4s2wSpiiRRdrsBoRUCdKtgF,0x395323F0db88CF0C621f89bd89dEFEE8cA088892,56156,54924
G9xHwY87REM2dAStAikfRa55PWZdC4JRRCA42oQ6j2to,0x75aCBfAE704C6E2d6C616379Bb3681393c60B90c,471148,460813
5cH8qqUxEDM93TkyB4MTrnr4ZHVd6RA99MW6tHyfHYhH,0xb426A728b58ed070F353f6B498cf6d2922867F5D,553201,541066
7e46ck3yP8wcFNFsTqpGFAZogurmBrWAE225tHBmYKow,0xA6b0F538f784f396DE0515FF4864526593777FE0,28616,27988
4TxTsed2Qq4HRrBNFgYFiRw2GH8NbX3er1X94FCEV64Q,0x8Ead24D4836e773C1d9d455ee5Ec46c9c3cBa74a,501570,490568
9BfqKraENX95B3HaiKVK6r4ui1dNisybwEWsvNbpFMQf,0xd603f83D5B5f1A7937F2279208ba028a07BeE051,8369245,8185658
7HAboBPH5boxQRAjKQoakjAbaJRnzhL6cYdcex32SQUW,0x2091acB640231D4327731583BAa5399b259f79a9,601608,588411
4uyw3d4tV3UYHgA321kCz8iWkMxke592Bf1maXj6FuAi,0x5d76151c0207D4eae8FeFdee6dDb3ED1d9E675FD,531824,520158
E9LUDAYPEeKEgbMCmDDsApoMhEApqZq5zc9hkHESsiHR,0xd5b2A4d7251ee721fe79ECE8Fdc57ab9783943fB,101514,99287
HJLg54qSL1nU4ikiiD6BahMSZqk4Y2oJNk2E1YLLmW51,0xF069a1d8862B5eCd15300dA1b9592Fd40800737A,1385250,1354863
DYnwXz3omLMktBjV2krHod2eDGfYrFjaaXX9i6ys8s6b,0xF606c1e43b09776852D524D421F865F4044AaBa7,1000000,978064
94yppgknhDoA6WMZtMLgqCjfV3WtjNNHoD2nageMQQ1a,0x94bacd5724d48F642798794B500bae5a71205E68,40183,39302
GTig1fZBYumaE6ETcfG6WAJYuyDxcV5HEcMjMNqwcehU,0x66390c8d01394061380471b6508919cc64abc85d,67917,66427
5YQ4zVhD641NbPR83UCjTXDQpP18AU5Sn2KVEa5kPsxz,0x71c9eb1413b4092f325830a8e3c54bd3a8970c45,209787,205185
39uvL1Z1LJYyZneXoHsVBoy499c8Ze9P1NcRLS53aBuD,0x71c9eb1413b4092f325830a8e3c54bd3a8970c45,155334,151927
Bzyp34TjRiAxQHtwhWfrDxY8vRzsXP2HmJDD9EHvjftS,0x71c9eb1413b4092f325830a8e3c54bd3a8970c45,52322,51174
5Dcmg75P7rcXjH71qYfFc7GtJP8QDf6uvEk2SoPhM4YK,0x71c9eb1413b4092f325830a8e3c54bd3a8970c45,51988,50848
3L2oXR2qJo83PwRsnM6jtxf72fX58zhAhPg3rKYZRFhB,0xD41640f1Cc2A38728C1cE1bf327261b36354eC2d,90323,88342
YWYuzNWMdoj9KLnyxacRpiEgdsxfMPVhWxdYndH6z8a,0x7e005f46ee8d6f43eae60d95ee47ff3a0e61d3b5,6468,6326
CFddiHLW992cCHo9PtnQXrKDDts2u4bQATeBJFyoJNFb,0x307022f47C656Db6d8F63950b407F0f6FBDd6Af7,15068,14737
8c3o3KgT9UuM5g89jYezLss9DxNwKX1wnfjG59CCAvvm,0xbe12a2f75ab6a94a531ebaeb05105216f501461f,78951,77219
ApoCT32oa4SikK6wvqHJ3soQLhRAyDVXecnL2kSAWaBT,0xA8f16B7edC0eAC740A7E341dd47FDD79657619A0,31654,30960
Axb83V8vMiZUEeEvHFAngwrnuQwxagCLRstKZRYz4ssq,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,136291,133301
7REt62JKupxcPFfpPWSLuaTsAgkBHmfF6HSCv4f2uLCa,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,33586,32849
FjwRxYGnXHaP77gc7Qnu7Ue8oM4M7WYsyJKm4iyyCb5z,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,11008,10767
Cju3xDZNvjQXCWvTbeiUTQVYHh2KsJn618i5bPqaNK8e,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,11062,10819
Dnzexz7uZTvKSCTS3W2FBfLiXNLUfhs1AsFQsu4DC8CM,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,95578,93481
ADsbqCp6oNbyAy1miMPyZbarJFbw5qrbHNc1xNwexJwb,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,777,760
6Af8CtcYHHi8mBt4sncDDepXaXxNUZoEJD2iLAMb3SAU,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,124964,122223
HXvKQtmsaJEbqmwtYLhwtrtcw7CAR25GhX9VPzhjUyLm,0x64b76f0dccd2afeb8f9cd6a08c053f9730327833,11974,11711
FSExkGQw2Mwfrp1SH1oxa42UhUkbcLQdQ3DkdLzhcL3k,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,22879,22377
AyqUi6SebX79rp5DubZrD2bcR4Y7GwnZhERMWke7c1rS,0xa30885ec86270bff4184fa7d1f6ce41f109f6395,60890,59554
Fywn2mrEL5aRHNuqBJCz4dLWsqLTpr18tANrJ8NW74wn,0x572e7ba5dad9819b094c4602885dd28bb650b7e7,30588,29917
Es2sLDvhFM3NGGnTPMiyzEAUrxqgmsBpjerAeQnDKwBS,0xf52879b4ccdc80ac880beffebee3ebdb1c3aaa3d,24390,23855
5z74rpVQwxfGndC8f5SsjhnmbRVT4n3FMtAERyaPsuo2,0xfd3c5034a2f17991c60089ed78a96a8dec6a1f0f,4083,3993
6KYENvrKuRQi8rfyWw277vE8Px2zH5ZSCGAXkk41hJJs,0xF61F41d7DC73d7CfCf53d93AE9785Be65673dFDa,34663,33903
J4UnETXrdUEaTKpCDbFUrJ66MAZd7bfQKErZzbrfFsAV,0xb011dafcb3d2eba6983a32a1b4d79bf6a8b07986,350357,342672
AjFcWmfdGnWLBHy3pfWbGgww4gyUXjMcs1f5vHwWE9AA,0xf3940f84b9d8bf08fca9bd5ec809065bff25ad63,414048,404965
JTwcG9pYDeBx1DzKc1qsY3v2gisZboiAtKYMmpq74GJ,0x8ce037e7cc5825ff3b93bebd24b0366c00fd009e,136655,133657
DuF7ryPgyVCjXk6gne3dbh2KgqSssxXKcakT9rLTZAUx,0xfA5d527b697d745D5e846CdD8620e75872F789C6,20312,19866
J6u7jAe825xQUSHSdALbH6EHSxMVPWyJMyEd4ym1CHx9,0x00ABC7942f5822293646681C0a68CC1231cc682f,928889,908513
5tiUeujLpNHKYoopCVcMReeGt7x7C4ePLzEH8UmhkcL6,0x472483AC31851cBfa0D911B7E283261000e34E0A,37783,36954
12drNsQNXPEfaJeVow3KFGqYtsTGMC2mHUXeLsg3YkhT,0x472483AC31851cBfa0D911B7E283261000e34E0A,30072,29412
2Z9EQt8VSZ4Z1SJyPLivcjrdjxs9KJrMchrhj3WPSkNt,0x472483AC31851cBfa0D911B7E283261000e34E0A,16872,16502
6gw3LbrevsAHJEcJvZzG9gab9qRuUZRHSapPAPyQELRk,0xdeac77695dd1ab10b0d84b0021f166aaa295ad72,1139792,1114790
9wrEVfwcEeF2Qc1mEko2FxsnBXwR6V8fz6xrAYJdFhVY,0xD015023305DcCf8c7185fe9563CB31C8176b74b9,8472252,8286405
C1RnSMUMnnSme1G4wrf6DkGDXRMfCLWuo9kNoNfZvbRe,0x4d5C86D6f9D2132dae224c2a7A00416d074B53D2,31812,31114
6XnLXCePYqXdZB7iRYcYf7zGRn1B11gBdscHTg5ZWxCS,0xc0d3FA77327A15c90b071717Cc669627402A0F7d,8907,8712
GikwcktSWbaHCtnM6WioQxyBzn8MkGdg2TdjgH6nmeZr,0xc0d3FA77327A15c90b071717Cc669627402A0F7d,18489,18083
BjRP9QTBh8Y2Njsgvcz1btscKwvRvL15FTXsGK66Sfxb,0xc0d3FA77327A15c90b071717Cc669627402A0F7d,16709,16342
DQ98scHcCuKLGJVgpXs58LzRJy13zencx3SjYA3t52EP,0x1D622c4b48B18628D2bEAAB2B73d6F463bB829c2,1241,1214
8MtmPfuPWGNZYVgjoMu8Ffa4wppyRJTRZ6SKQsfbee9t,0xC7037680dB9Bc95DCCF7616Cf413aD798dDf9d86,26524,25942
2jwXkxQB8HfCmCCwU54YHMqRqqh2sRRQRJGbDUBB61Kv,0xf6C77e1B13b7840F57E861188fbd2abe36ACE28d,27450,26848
54zSvqZ13scsyH6tn38N9M3vWBjMxqRpfsM9WqoLjYnz,0x2166Da35180ba3525A2789Afa87e75F2a32e512c,36167,35374
dNF2dfdBeaEuDAwFG529vwsYyPMdQ7K1qsQsGpw7GkD,0xe36288736e5a45c27ee6FA2F8d1A1aeD99D3eA63,10012473,9792840
C8ej3mYyCqA6v4jRQVPeg1NM7tcuPyLUQ4fq63SCh6zD,0xe36288736e5a45c27ee6FA2F8d1A1aeD99D3eA63,9465458,9257825
2NkcmNsb76EHUY9xXeuqUiv8LSLHpvFcPrgRSbk1KC9V,0x3c071745A0706cDd0723379eD6938964e8cCD95A,75286,73635
4HuThVPk2p5mmGDzAGWvvdm42LQyqpcUAYhJ5PpGh3sJ,0x352d40Eeb0dcFeeb199fe438A0AbD367e3fEAb9E,20458,20009
6mLG56d1cDkF8NrYJncbRecN6hNs8BFBHNuvuXkf4hmR,0xc13a36d61C17E7FD94d04c5a5Ad5A3adcf0c744b,5058607,4947642
8P2NvzLS1uKBKtze5kSZSfj4Jmiq5gFLWv7AQLASBbgE,0xc13a36d61C17E7FD94d04c5a5Ad5A3adcf0c744b,892357,872782
Bjs93sTtdoTZTguMcMwraYXYTZ1oe4kwc13SBEATDqnv,0xc8144354A4e4BC914Cb30D1B61d1752777BfebB7,12788,12507
DYAghs8ycn341q6K83V6PY8vc4j1myFddwbhgCdh44kV,0xa5fe9157e2649a7a1e863c6ad6a79f92f85097fc,78210,76494
2tqtA5FufsRsEv724Gq2Bq668eXcpggU6q4tNcZyLquw,0xaba7102630b63dd2f599b97a5439a180e75cf47a,87718,85794
3czcvhTH1UGF21BN1aGMhEoem4LqS7roQ5JsmgScZJW9,0x0f8bd48d079b97650e2cfec7e66190608a5ac046,12146,11880
5wXXRVfutV2ZqWv4MLD2wWSZR7MNK8GNbagSt3Qrpfw7,0xfE37Fb6b363fe8372415C75e9AD517A9DA5Ed6Ec,1167383,1141775
5FNiVAs2jCM5gcLUy8grbcxGhK9UhTJeGNUXM3dtS1oH,0xAF8Ed10a923F21133404BfeBfc33c92a52100ceF,105546,103231
7orDv7sB3BcAsMQePnLRYSzJnAQyk2tjSPhpTSK8Z9bd,0x1fF52ba69c1A7cF15Ee3F26B5d77d7e52B5335e6,9736,9522
9zkgoY9g6pEpHqAckzmP4mhFVzn6N8nukzoUvFkRDhqt,0xbF66030C5B6BF2D957c780F4b0813fbce10b115e,59871,58558
C1o2U3EgMYZAh6jPdiq6eJaiNy6zHQQbzKPkHFhekXFt,0x2C7b12EEa033C427A2254C1E8a108eC1F8202810,18149,17751
7s2i9t7XrDg3iJajMtRPBP9Va8jjxzX6MdSvdBqEfyuS,0xFa79B7762de5AeA0DdaF4FbecA66D97922f7DfeE,10241,10016
7oYWpQe7Dyjx8fUmRjvS8CdeywN5Z2rBTHj3WNSQuh6B,0x9517a9171CCc648e06F7006Ea53F87e5a976e76D,22480,21987
8KhTwkQ4sT4Y8VoiDFrx34Xh1p8CtMBCQGmHzrm3c33f,0x298553400cd25210ab5820a0cbdabad2cdda068c,725973,710048
5y8pHK53pPtctAYCGwJZw63VJrqpeAcvY1UbtYe4SrDB,0x3220b1009b46e253AB083EeecF7e5a679e4f45c8,3345187,3271807
BMefSLR2seB9FSMbXbbFcjR1V7z2SSQVULcjS6f29owF,0x57C033E215939f104fdaB2e134E4D9E1AA5d1B81,1463161,1431065
B25EKyHSSM1Ajwv94q2A14eWoGocjk2NMUGD9ifPeCLs,0xF43948cF983b9B44c2AdD73a804775f22762E700,3448110,3372473
6tVtdnGB18fyewT1oLPTFsq6ogVpKMUX5QHqjs2TZpbb,0x3Ff1F00ed9bE1c7c61c5A6A3dFA3A94f8C1a7522,1468107,1435903
D3ZCmhWKTU8qRnX9X1ZZuLcEnAVhvXaVvTiu1AHo3KRK,0x0A73Fd5fd6ec415c4E9694c1E5E4d1238Ac767B0,975998,954589
4Bvu9CJ45kqcQxqXZcY4Mv6EHtfR1AqiVRxiZfSUBN3N,0xA5f3ab2f016bF360D8F58b29E48B2b07EdF9296A,2973,2908
DZXoM9kPfdbA1gQjxXojmBuZuef6AD43UEZoRZRV7YES,0x5a5F0f6A392da9C5AE59A2E81a1bf8DF79aD4373,153386,150021
22fkpHGEWY6U2EkpcP74hWbYY71soD3TGR4AiwxHZJAe,0xBa08eB5D4E94Fe9bcA4e15362f619bb6293628d0,1263365,1235652
37cYtWwUaNiALgc1SS6HfvHQsXkkq3fzaD7NCnLS7cKN,0x4582c745e45CeB6D88d3c35134B0FFCeBA46362c,133000,130083
J4cJfVUAos2Uufv7myDSer1ayJUKRX7EZCmXQ8pHott2,0xbb42B840d8262862687cc5cdF703F00c5CecBAb9,2638539,2580660
AUjKc4mp2atjVJ8rnEtSREYwMTCfMK9mpVFdHWezXsJw,0xC688859d8c237Ad5269c0fe78a5eeAC973941f2b,1850,1809
9PjhMpVaWQ6DhAC3UWQZVYAfPquTJEWUZMsvCDaKGAbX,0x7488F9D090347aAb38039A7d2e595dAAfff6D3Be,307088,300352
AJzqiHEprV1wb3mkq9WmJBrnqNTdbePvGgf6s6ND2raG,0xd881171c48e5d2f1e54eabfae26023e238d6fe6b,185278,181214
7yZ16yHpbwfHmqZtdjwY6ZoRGhXqTCoMcwYWWFZiEfo1,0x6cd8103d21481ad5e01abba46bfd155bbff50571,5594,5471
G9xHwahtcmVM45B4VC6pu8EML587JJfHxw6bdQmuUVf1,0x6822C1C54ed42CeB294A46B855de75E82f8F98c5,7606757,7439896
GRs6EMMrNWWdft1im6ergCt4ExvumbrJBdXTNryGj3CQ,0xFac89f6c3Ddf6BDBA44a35A0d33c6B74c2BCFe88,13471862,13176344
6F7XFFE7coPEbQ5DwUxLTjwXKsgyy1HMAhJxmAZzuNXq,0xF83F89F98343C2cfa41Ce501aEa5847384728553,7328119,7167370
siJemo3U6fp2QCtuPV7yQUZN5jpU2t9rmfGVFe1iLQV,0x2a977be2b976901Cb77bCe6Ab25260dD0103732A,31901,31201
DhADpnvFzeXK23rGWs1aVvGxSQN32KQhqiQLsxZS28my,0xB83B344C4994eaA93769C7338DfdbF8859da5200,146002,142799
CQ3NdrwpqnFvzqvr3XReuPvRLQE7sTiTTSia4AgCtQef,0xee38A8ACb4253C73E2Cc71f85ef3DF1247Df56A8,220193,215363
BNMbisnaG5E8pbseEVJW7DYCFxbWiiRgTcVFLqQ1fkeS,0x8aa9050Ca049886Eb35f281F638c31c07661eD6A,410037,401042
BJcqyezb8pBsFShzjG7hAUg8TpWevw6EjTLoMYXDyyrP,0xf1A11Dd04A2DC1E0899cc774cB5Db1f836BBC009,90275,88295
6twLKE3HC9Sqi98gGK8jRnaV5zG99oiqjerM3xmJ12BW,0x3DFe5755b77071046B8A4795392B393823013fbB,52087,50944
5yyKW5mWfA1AZxxN943PtETQTq9WYmBNsAwL33qNCvQ9,0x0c5c2f7cc62eef5e921eadd5e59e232fd85d99c4,3638462,3558649
3EgAnAbECFadWyy6JFAZzKPnNzEYLb3vnQkMhv714c3Y,0x3314dc4e7e057a254a865d21c928db56c3345c78,203140,198684
9y3t58eg1XGWfyi1GLRQu2AZxynGFBvUtE73xKB8rmeV,0xb9c14ca7b31aeb0c183a26937e2da1a5ca1e1b7e,74516,72881
CFAVm4nxv9duc5o8JBMZsbGjUzL4SdECD5tu9ndBfo7f,0x308C78c551A753e21D817a8E1eC592B56073765e,175822,171965
Gidys7HEAD8vo8vC9oY1wsmtvR16KXAy1acirD4bbFLj,0xA62aCaAF011a89641B88498062473373f7b7c047,113222,110738
8CPTtHpi7dUbVxVG8rg2SLizcDGfkFFzTikP8xWKZ5o2,0x3d1140c89d57c157e312d3ee498901831888d359,113260,110776
2mNq3AhQahJ3HiJVp7w3jVkog9Q7aSaXwYZXUhTxaNs8,0x730eB1351C49B4737DE778DD91035Ca5dD466aa8,1941034,1898456
3aJPSeRUebqA4HowMTHQn2hQwZG2XqcM2w9fQJCYGSA7,0xa5cb7973b89033af5eab17786c7cb57a53618e6c,3575,3497
8tBWWvRG1FWabBeUtZ8exNBu1NAexJTXV59jcy8Qq9EU,0xb241420651f8297aDEb4612A2127Dd3e6997a130,9592,9382
DptVWzpAoLQpyupQczwA5ZWT48rLfQAQnyVaGyGeQo4f,0x898ea3eaab6cb6bc2ee46316577ec7268ad7fb41,117738,115155
7Ko1ME98xQPRo6VgAwn5HnMj9PBEPFXJwCf9WVgfjFpo,0x4212baac8ef38346cef4392332fc2f9a10dd2dcd,24371,23836
6g6xHAm9bztYn41Wr3f6kawbEcXW1taMRkEVDYwbjwjx,0x09c14a9ff798cec9ecf6c80c9e70225a1a9e27a4,413620,404547
2E41RLK14D9E2AKeTM2GtWxB3KJr2pkeK1aA4nWWFoLP,0xda8c6ff2ff6e181e305130567cfb52927e442ad8,15217,14883
2ycfVcXcD7VyH26ZAEp9WKqfEeMEvnWztUbzNvqLaUM9,0x548724f1c2FC07d1563CA882783020f4628961C4,1374,1344
4jGdpuaHFaEr2SDuiNnFC2f6EYEsSo7SvBVr9dEvoSNp,0x240448A6e029d4747692d92Bf832D6e076c1156b,187686,183569
HZeHhrXg69BmsgtYcAk8daQBu1XKiazeq7veCjmAVPYX,0x6a3496bdD4B62e2d5326C3Bf5a655a93b5c5EDd4,50627,49516
ECrRfhXgvuXkA6M7sT3obaUWr9qQbJZ7J3Ntq2U3ZRNR,0x6E34aB3D625291429e70809e6C78c9389E396218,120515,117871
9HwYXjJikc5ZPFCyazEdT4jpj9A4VA1oXguNsx9e7dXu,0x467fbc10f03206b72D99FEc33497e8349aDAaeAd,100843,98631
3JQwUuLUGhYqJNCVbcJVZkcfirtDuZEywmHPQ2CvpqdF,0xD602015301F27aB83C86692aBA077f22014a3a1E,38098,37262
EYC9EBhwP9Qzgd5fxQcMMes23nJiSkR61gRaH6NkuC7o,0x7c8d5883545991ea198e090f58ac9f6c5d5d970a,2593720,2536824
ENxTZeSvnx1hxdPnbZg6fNCRCw581muxzVbxEiPNe66p,0x62B9c7C14386E2e3192B7830a863adDeA39457a2,81393,79608
12mxPFS14X3i1AGqBsRLLKGAT9uXm2dM8RMDQ23ZWpTR,0xFceee43481A7b1fF73c231dD47047c857dF1abA2,75352,73699
5WtwJPPDVQGKyKaZnMMbG4TgGKC6aJStGhs7RnCy8PKL,0x3A0AA58D203E33c239Ed4Be37B86683d9e699cFc,346138,338545
5dBqsmDXWy4STnpFcePLAAcCJLPC9pLMyiADUFirdDkg,0x31C82eB30303a6D6ca18AebDCE79fD6aBA9EF884,60476,59149
7S4xWfY3ze9FRC4fQ4U5x3y8BHk8rRoNDqStVca6tR9h,0x24a20f657fbaac822ec108540db49f5da58879b8,40754,39860
AnxDLtEMYGchbX8d2AS4CpyjQgEetRpSgJqhV4fhr4Ep,0x24a20f657fbaac822ec108540db49f5da58879b8,3909,3823
DnttomU3bfjKGwE1qnEbxdKuEezaGy6Jvw2G9Xu8Jbzy,0x979839a41247573C94A344B582d1faE104C0845e,1171,1145
GMHj9fKj7RKf6pm7nV46LgRnZPLFParw6d1kgGkeK69G,0xabA3D992f6121eEC2A8328Df30616C48866822ff,13805,13502
G9MrgC8MhzwbyTf9mgbb9dcc9Aw8EjGF2Z6RPS3phFmS,0x78316007b7D3f62cfaf566E1e80e66E28ac6b918,559999,547715
B3LWRfuEafUGWGXUG81JPz8TA3Lz77Pr1yPxW4njS8NE,0xEBA5B11bE218161A69313c9E7ab100B3b6fF5870,148003,144756
BUduHT8HhndCyHBLzmR1oFkf2oAzXQ8tkEGdmT41Fv9M,0x20977dd7a2B06947631075b4553644a2927Df250,6992,6839
EiDrHjCB42gNo5svudCPA6zYLJgpSWcCqoDzgciGMmaY,0xAE76c111e5AfD13a15b7A5A3D9Df5ABD29728A68,231,226
HwLorX3mezcp5d8R2N287eF2DvZTj5NPWSXh6wnXWJkP,0xbAa7eCE5ac40e67E4cA478C74F0505927D670B60,3618,3539
CNYy9k7opkv2vw9cXrNLhyD9RqR4r1PSaZ9XoNqBcJSy,0xD8a496dCDEb2F86C108025499C2d293910Be93FA,789791,772466
Fo3v1Fb9cinovqYDoaUavGP8cCFrhytHt4aENZDUQaZA,0x7dA834Af3Bf41eB743De443EB0A5ea1b20d0CdEE,371975,363815
J4VrG2nKnHyrGEXcT7xMm9VQf78tKZCZFxJY5Mked8NF,0x8ffcb65c25fc51651b8e199701a8fd972e3aac20,75666,74006
CWYfKXt151PeLeyaUGSXEY747Cpjh43N6FJpTUogc7cL,0x430CF2854A9257F53f25B024551c6f69ad4bfCC8,15325,14989
6hzwqPxybNdLqtpkGxPQDYNhAA4S2mT89ib3Rb4wFc6Z,0x6bc487b41907dfe6CCA855DC3bB27025A0350E48,16065,15713
3XCxAkySXsVPe6ugdFYTkxwGa7pnuBUL4mnRv1TmUv9T,0xfabd31699d2183ca0d6cd2042dc88d0fc2d63ce4,17208,16831
YbK66q6uLVB6a6fkUEVeuy9Qgy89Bv16XU7eDRzMc3V,0xb8229Ab9E8A5d79D9cF7b5902295075CF6DC8275,463536,453368
2cZM1JPqD1FR6V5bmCsXw3UHWmPbGxS1qBCAsKARqHv3,0xf0c9f2d4031fd8b65921e7ddc73dc6a74fed5d6a,2293,2243
J8trWBYkNHu5fWEmoa7CJU2rwCCLDJ3ebx711TBSii1x,0x501370235B386d507384DbceB1F7bF1d57276B3b,164949,161331
F7wZqisKYp7Yj17ibCfCrecmBHhKUHTehAFZ6HrEXBgV,0xD2F07000259CD33A5084172e5909E7E7CafE6B1f,676744,661899
GBe1c5DF9dk8VN4YDEhPdhemU4vgg4wefCXt1PAs7A5S,0x5Bb51862b0996ecBa63e5d48c79cf15776452787,4630630,4529053
5HxRmLJSb5oSHZRBQ1ePu5UifEXow3PS9qhEwdDXWT5X,0x5B62701B9DE5Ad047584343708e3C15e610367d0,3178782,3109053
CMmauGu115CE5XF3HMF17Eky2Jzk8LSmswzQLRiwZ79,0x41F9d99F7d7D49B144e4A6c1cd90FDd570E3Dd65,3384973,3310721
GzNzsYmYpS7RCBGa14txdnU7C149ovnaHkcWcSTuNgoY,0xE17a145F6F6E5B6A067A0B947Bbe1bd90547Aa6E,10812923,10575732
HVEPXUddcv1NrvZwJQVnqun5S7enGjgo9FGDpgjj3TkV,0x00BDaf8Aa233d1E8deDDcD6e66f15f70c799d5F0,3542312,3464608
7zgF4bQ7a2SHmbqQ9a79Mz65dCyrZ7ATYf6SknR2mSLY,0x07Ad1De52AEdEC43f2bd0bc0205De8d2Cac04d2E,1373408,1343281
FpdWDgruGhvW4KRe22YfMy3H5GgtjR3tofpNvuNrucfz,0x60C2F2a963a32C091C8e56f14638f15447125305,751985,735490
4qj5QXv5D2dXMc37in5tVKEYt5Nn9jZGWHzQi3f1tdaF,0x238aE9129D3384b9F32060F5229E37a33A3B8b15,1125600,1100909
3g9a2nefjLyC24EoLPu28wD56yvvcHAyTRBScLYcA1oJ,0x0898BCfCEf71479d426a0189fF4c1e6067Df6F59,1000119,978180
5p7qsjSueEeD4tnB6mn8n2XyWqaoteKMR8o8K8Hj5XYw,0x7aa5728aEd297bE1d48C13F3f2D15B0eB58841E0,75187,73538
5GXKaz6kvyryHEpJiGSMx87DY3CTGhDTzn9Jn9oK8UmK,0xCEee2D823286D8aD246087e35EeDCfC734e3fC0d,183717,179687
E9tHg847rAtfEPCvBuaD7aBAEQVKxE1Fn9Mce7sMg3ji,0xDb2EAc7A92B69ce14A9d2eAdc6a1937ea16e3dE1,7318,7157
4w8XVD9WWF36QbTosXth4osFoQwxihPCAN8DxnRe52mv,0x323de3EE0CD3cCB39B7Ac2B92d105eec33B507C7,71959,70381
HQ5yEZz5QPjqRtjGrA52y8vJ8NU1KSsjP1jvbwLcrhik,0x5d86d190B3eDfd32313F94e8549372d3a61eb6Ba,246575,241166
3tS9udP4hhGZDgXnktThMwW6SFjy6DiqWRTzfHE7ivwV,0x5706FC870ba79DE07887265354dE9913F311ca27,9445,9238
9Y6j3Cm7K162HEPVbNif4MKpnsCagpAzJtTLjSU2qQZP,0x4dB7a8A2273296aa4AE67Ebe572F30F7aBe4fdb4,512164,500929
7D4D6k3RBxU4QoB5D7wkDUg5T9ixZ2RHTFrjEQChoLYF,0xECF88d3C7FeC060fa5e663bf8218cDAaf43b21c5,33247,32518
ApSUSJC9y5hhMGzcUT316ZkLXQ8373N6KdwYRjX7Ekf1,0x3c0862c0881a90c89c3517fd52303ca7b996228e,259,253
954M2RCBrQhWHrZxxZDKU4sWXy9pToUkZ4VJNfP1HUKS,0x8C0159d31c7aD06ACB26D4fDDFDC44F6020c5468,118859,116252
Ee7ktRU5cN7vN2aPmJ49PmT1ebsvFgPzHHiNkUyCHyNd,0x0Ffd670749D4179558b6B367E30e72ce2efea28F,5096873,4985068
AGekcHhF2bYyr5qecpWZ6YG8Poc611JBSHnm155kkrtL,0xccFE3D470B9dBf46b2CcC74b8e33f004b41e1344,40771,39877
5ivEJUnuC8aTGHLVNNABu43BjmssybwUq85Dt4KLgUZL,0x93a8ab70eb1e92645c0fa3e4da33df730f0b73ee,6119,5985
EvLVbin57SfNZJrCYQp2Qdv9K789d1DFhCjfWbwa3WsF,0xfef4ddd80323cb6e93efd83c64b6d22eed553fc6,777,760
C13DpKkGAqb6dSWoPXkBaWJpmaSP492y3ssvuphXArtr,0x2432beFA95D7fDc14c6c19EA930BEB288385b752,41806,40889
4ALxRNsFRWEJXzQPMtYLavJfUjmYRqTNLzbR5RhBbw5S,0xaA046b8944A6aFDcD700e7aBC4e919A240e78079,17105,16730
J6wTnEGfGVrV96zpYhu7weP3ZyWZgptoTFJCVsaYJFj4,0xD166A20bE98717785f7DE5F2dac4baC63C54E002,11826,11567
